tags: darakwon 15-과


[sound:몸.mp3]	몸<hr/>신체<p class="small">(sino-coréen, formel)</p>	corps<ul><li>le mot coréen natif communément utilisé pour désigner le corps est <span class="em">몸</span></li><li>le mot dérivé du chinois est <span class="em">신체</span> ; plus formel, son usage se limite au lexique médical et les documents officiels</li></ul>
[sound:벗습니다.mp3]	벗습니다<hr/>벗으십니다<p class="small">(honorifique)</p><div class="활용"><div class="bloc"><div class="부정사">벗다</div><div class="불규칙">(규칙동사)</div></div><div class="bloc"><div class="현재"><div class="하십시오체"><div class="높임">벗으십니다</div>벗습니다</div><div class="해요체"><div class="높임">벗으세요</div>벗어요</div></div><div class="과거"><div class="하십시오체"><div class="높임">벗으셨습니다</div>벗었습니다</div><div class="해요체"><div class="높임">벗으셨어요</div>벗었어요</div></div><div class="미래"><div class="하십시오체"><div class="높임">벗으실 겁니다</div>벗을 겁니다</div><div class="해요체"><div class="높임">벗으실 거예요</div>벗을 거예요</div></div></div><div class="bloc"><div class="연결"><div class="높임">벗으시고</div>벗고</div><div class="연결"><div class="높임">벗으시지만</div>벗지만</div><div class="연결"><div class="높임">벗으시는데</div>벗는데</div><div class="연결"><div class="높임">벗으시면</div>벗으면</div><div class="연결"><div class="높임">벗으셔서</div>벗어서</div></div></div>	il se déshabille, il se dévêt, il ôte<p class="small">(하십시오체, registre formel poli)</p>
[sound:벗었어요.mp3]	벗었어요<hr/>벗으셨어요<p class="small">(honorifique)</p><div class="활용"><div class="bloc"><div class="부정사">벗다</div><div class="불규칙">(규칙동사)</div></div><div class="bloc"><div class="현재"><div class="하십시오체"><div class="높임">벗으십니다</div>벗습니다</div><div class="해요체"><div class="높임">벗으세요</div>벗어요</div></div><div class="과거"><div class="하십시오체"><div class="높임">벗으셨습니다</div>벗었습니다</div><div class="해요체"><div class="높임">벗으셨어요</div>벗었어요</div></div><div class="미래"><div class="하십시오체"><div class="높임">벗으실 겁니다</div>벗을 겁니다</div><div class="해요체"><div class="높임">벗으실 거예요</div>벗을 거예요</div></div></div><div class="bloc"><div class="연결"><div class="높임">벗으시고</div>벗고</div><div class="연결"><div class="높임">벗으시지만</div>벗지만</div><div class="연결"><div class="높임">벗으시는데</div>벗는데</div><div class="연결"><div class="높임">벗으시면</div>벗으면</div><div class="연결"><div class="높임">벗으셔서</div>벗어서</div></div></div>	il se déshabillait, il se dévêtait, il ôtait<p class="small">(해요체, registre informel poli)</p>

[sound:뿌리다.mp3]	뿌리다	vaporiser
[sound:뿌려요.mp3]	뿌<span class="불규칙">려</span>요<hr/>뿌리세요<p class="small">(honorifique)</p><div class="활용"><div class="bloc"><div class="부정사">뿌리다</div></div><div class="bloc"><div class="현재"><div class="하십시오체"><div class="높임">뿌리십니다</div>뿌립니다</div><div class="해요체"><div class="높임">뿌리세요</div>뿌려요</div></div><div class="과거"><div class="하십시오체"><div class="높임">뿌리셨습니다</div>뿌렸습니다</div><div class="해요체"><div class="높임">뿌리셨어요</div>뿌렸어요</div></div><div class="미래"><div class="하십시오체"><div class="높임">뿌리실 겁니다</div>뿌릴 겁니다</div><div class="해요체"><div class="높임">뿌리실 거예요</div>뿌릴 거예요</div></div></div><div class="bloc"><div class="연결"><div class="높임">뿌리시고</div>뿌리고</div><div class="연결"><div class="높임">뿌리시지만</div>뿌리지만</div><div class="연결"><div class="높임">뿌리시는데</div>뿌리는데</div><div class="연결"><div class="높임">뿌리시면</div>뿌리면</div><div class="연결"><div class="높임">뿌리셔서</div>뿌려서</div></div></div>	il vaporise<p class="small">(해요체, registre informel poli)</p>
[sound:뿌립니다.mp3]	뿌립니다<hr/>뿌리십니다<p class="small">(honorifique)</p><div class="활용"><div class="bloc"><div class="부정사">뿌리다</div></div><div class="bloc"><div class="현재"><div class="하십시오체"><div class="높임">뿌리십니다</div>뿌립니다</div><div class="해요체"><div class="높임">뿌리세요</div>뿌려요</div></div><div class="과거"><div class="하십시오체"><div class="높임">뿌리셨습니다</div>뿌렸습니다</div><div class="해요체"><div class="높임">뿌리셨어요</div>뿌렸어요</div></div><div class="미래"><div class="하십시오체"><div class="높임">뿌리실 겁니다</div>뿌릴 겁니다</div><div class="해요체"><div class="높임">뿌리실 거예요</div>뿌릴 거예요</div></div></div><div class="bloc"><div class="연결"><div class="높임">뿌리시고</div>뿌리고</div><div class="연결"><div class="높임">뿌리시지만</div>뿌리지만</div><div class="연결"><div class="높임">뿌리시는데</div>뿌리는데</div><div class="연결"><div class="높임">뿌리시면</div>뿌리면</div><div class="연결"><div class="높임">뿌리셔서</div>뿌려서</div></div></div>	il vaporise<p class="small">(하십시오체, registre formel poli)</p>
[sound:뿌렸어요.mp3]	뿌<span class="불규칙">렸</span>어요<hr/>뿌리셨어요<p class="small">(honorifique)</p><div class="활용"><div class="bloc"><div class="부정사">뿌리다</div></div><div class="bloc"><div class="현재"><div class="하십시오체"><div class="높임">뿌리십니다</div>뿌립니다</div><div class="해요체"><div class="높임">뿌리세요</div>뿌려요</div></div><div class="과거"><div class="하십시오체"><div class="높임">뿌리셨습니다</div>뿌렸습니다</div><div class="해요체"><div class="높임">뿌리셨어요</div>뿌렸어요</div></div><div class="미래"><div class="하십시오체"><div class="높임">뿌리실 겁니다</div>뿌릴 겁니다</div><div class="해요체"><div class="높임">뿌리실 거예요</div>뿌릴 거예요</div></div></div><div class="bloc"><div class="연결"><div class="높임">뿌리시고</div>뿌리고</div><div class="연결"><div class="높임">뿌리시지만</div>뿌리지만</div><div class="연결"><div class="높임">뿌리시는데</div>뿌리는데</div><div class="연결"><div class="높임">뿌리시면</div>뿌리면</div><div class="연결"><div class="높임">뿌리셔서</div>뿌려서</div></div></div>	il vaporisait<p class="small">(해요체, registre informel poli)</p>

[sound:진료.mp3]	진료 <span class="small">[질료]</span>	consultation<p class="small">(médicale)</p>
[sound:진료를_받다.mp3]	선생님께 진료를 받다<div class="활용"><div class="bloc"><div class="부정사">받다</div><div class="불규칙">(규칙동사)</div></div><div class="bloc"><div class="현재"><div class="하십시오체"><div class="높임">받으십니다</div>받습니다</div><div class="해요체"><div class="높임">받으세요</div>받아요</div></div><div class="과거"><div class="하십시오체"><div class="높임">받으셨습니다</div>받았습니다</div><div class="해요체"><div class="높임">받으셨어요</div>받았어요</div></div><div class="미래"><div class="하십시오체"><div class="높임">받으실 겁니다</div>받을 겁니다</div><div class="해요체"><div class="높임">받으실 거예요</div>받을 거예요</div></div></div></div>	recevoir une consultation (de la part d'un médecin), consulter un médecin
[sound:진료를_하다.mp3]	진료를 하다<div class="활용"><div class="bloc"><div class="부정사">하다</div></div><div class="bloc"><div class="현재"><div class="하십시오체"><div class="높임">하십니다</div>합니다</div><div class="해요체"><div class="높임">하세요</div>해요</div></div><div class="과거"><div class="하십시오체"><div class="높임">하셨습니다</div>했습니다</div><div class="해요체"><div class="높임">하셨어요</div>했어요</div></div><div class="미래"><div class="하십시오체"><div class="높임">하실 겁니다</div>할 겁니다</div><div class="해요체"><div class="높임">하실 거예요</div>할 거예요</div></div></div></div>	donner une consultation, examiner un patient

[sound:낫다.mp3]	낫다 <span class="small">[낟ː따]</span>	guérir
[sound:나아요.mp3]	<span class="불규칙">나</span>아요<hr/><span class="불규칙">나</span>으세요<p class="small">(honorifique)</p><div class="활용"><div class="bloc"><div class="부정사">낫다</div><div class="불규칙">(“ㅅ” 불규칙)</div></div><div class="bloc"><div class="현재"><div class="하십시오체"><div class="높임">나으십니다</div>낫습니다</div><div class="해요체"><div class="높임">나으세요</div>나아요</div></div><div class="과거"><div class="하십시오체"><div class="높임">나으셨습니다</div>나았습니다</div><div class="해요체"><div class="높임">나으셨어요</div>나았어요</div></div><div class="미래"><div class="하십시오체"><div class="높임">나실 겁니다</div>나을 겁니다</div><div class="해요체"><div class="높임">나실 거예요</div>나을 거예요</div></div></div><div class="bloc"><div class="연결"><div class="높임">나으시고</div>낫고</div><div class="연결"><div class="높임">나으시지만</div>낫지만</div><div class="연결"><div class="높임">나으시는데</div>낫는데</div><div class="연결"><div class="높임">나으시면</div>나으면</div><div class="연결"><div class="높임">나으셔서</div>나아서</div></div></div>	il guérit<p class="small">(해요체, registre informel poli)</p>
[sound:낫습니다.mp3]	낫습니다<hr/><span class="불규칙">나</span>으십니다<p class="small">(honorifique)</p><div class="활용"><div class="bloc"><div class="부정사">낫다</div><div class="불규칙">(“ㅅ” 불규칙)</div></div><div class="bloc"><div class="현재"><div class="하십시오체"><div class="높임">나으십니다</div>낫습니다</div><div class="해요체"><div class="높임">나으세요</div>나아요</div></div><div class="과거"><div class="하십시오체"><div class="높임">나으셨습니다</div>나았습니다</div><div class="해요체"><div class="높임">나으셨어요</div>나았어요</div></div><div class="미래"><div class="하십시오체"><div class="높임">나실 겁니다</div>나을 겁니다</div><div class="해요체"><div class="높임">나실 거예요</div>나을 거예요</div></div></div><div class="bloc"><div class="연결"><div class="높임">나으시고</div>낫고</div><div class="연결"><div class="높임">나으시지만</div>낫지만</div><div class="연결"><div class="높임">나으시는데</div>낫는데</div><div class="연결"><div class="높임">나으시면</div>나으면</div><div class="연결"><div class="높임">나으셔서</div>나아서</div></div></div>	il guérit<p class="small">(하십시오체, registre formel poli)</p>
[sound:나았어요.mp3]	<span class="불규칙">나</span>았어요<hr/><span class="불규칙">나</span>으셨어요<p class="small">(honorifique)</p><div class="활용"><div class="bloc"><div class="부정사">낫다</div><div class="불규칙">(“ㅅ” 불규칙)</div></div><div class="bloc"><div class="현재"><div class="하십시오체"><div class="높임">나으십니다</div>낫습니다</div><div class="해요체"><div class="높임">나으세요</div>나아요</div></div><div class="과거"><div class="하십시오체"><div class="높임">나으셨습니다</div>나았습니다</div><div class="해요체"><div class="높임">나으셨어요</div>나았어요</div></div><div class="미래"><div class="하십시오체"><div class="높임">나실 겁니다</div>나을 겁니다</div><div class="해요체"><div class="높임">나실 거예요</div>나을 거예요</div></div></div><div class="bloc"><div class="연결"><div class="높임">나으시고</div>낫고</div><div class="연결"><div class="높임">나으시지만</div>낫지만</div><div class="연결"><div class="높임">나으시는데</div>낫는데</div><div class="연결"><div class="높임">나으시면</div>나으면</div><div class="연결"><div class="높임">나으셔서</div>나아서</div></div></div>	il guérissait<p class="small">(해요체, registre informel poli)</p>

[sound:붓다.mp3]	붓다 <span class="small">[붇ː따]</span>	verser
[sound:부어요.mp3]	<span class="불규칙">부</span>어요<hr/><span class="불규칙">부</span>으세요<p class="small">(honorifique)</p><div class="활용"><div class="bloc"><div class="부정사">붓다</div><div class="불규칙">(“ㅅ” 불규칙)</div></div><div class="bloc"><div class="현재"><div class="하십시오체"><div class="높임">부으십니다</div>붓습니다</div><div class="해요체"><div class="높임">부으세요</div>부어요</div></div><div class="과거"><div class="하십시오체"><div class="높임">부으셨습니다</div>부었습니다</div><div class="해요체"><div class="높임">부으셨어요</div>부었어요</div></div><div class="미래"><div class="하십시오체"><div class="높임">부실 겁니다</div>부을 겁니다</div><div class="해요체"><div class="높임">부실 거예요</div>부을 거예요</div></div></div><div class="bloc"><div class="연결"><div class="높임">부으시고</div>붓고</div><div class="연결"><div class="높임">부으시지만</div>붓지만</div><div class="연결"><div class="높임">부으시는데</div>붓는데</div><div class="연결"><div class="높임">부으시면</div>부으면</div><div class="연결"><div class="높임">부으셔서</div>부어서</div></div></div>	il verse<p class="small">(해요체, registre informel poli)</p>
[sound:붓습니다.mp3]	붓습니다<hr/><span class="불규칙">부</span>으십니다<p class="small">(honorifique)</p><div class="활용"><div class="bloc"><div class="부정사">붓다</div><div class="불규칙">(“ㅅ” 불규칙)</div></div><div class="bloc"><div class="현재"><div class="하십시오체"><div class="높임">부으십니다</div>붓습니다</div><div class="해요체"><div class="높임">부으세요</div>부어요</div></div><div class="과거"><div class="하십시오체"><div class="높임">부으셨습니다</div>부었습니다</div><div class="해요체"><div class="높임">부으셨어요</div>부었어요</div></div><div class="미래"><div class="하십시오체"><div class="높임">부실 겁니다</div>부을 겁니다</div><div class="해요체"><div class="높임">부실 거예요</div>부을 거예요</div></div></div><div class="bloc"><div class="연결"><div class="높임">부으시고</div>붓고</div><div class="연결"><div class="높임">부으시지만</div>붓지만</div><div class="연결"><div class="높임">부으시는데</div>붓는데</div><div class="연결"><div class="높임">부으시면</div>부으면</div><div class="연결"><div class="높임">부으셔서</div>부어서</div></div></div>	il verse<p class="small">(하십시오체, registre formel poli)</p>
[sound:부었어요.mp3]	<span class="불규칙">부</span>었어요<hr/><span class="불규칙">부</span>으셨어요<p class="small">(honorifique)</p><div class="활용"><div class="bloc"><div class="부정사">붓다</div><div class="불규칙">(“ㅅ” 불규칙)</div></div><div class="bloc"><div class="현재"><div class="하십시오체"><div class="높임">부으십니다</div>붓습니다</div><div class="해요체"><div class="높임">부으세요</div>부어요</div></div><div class="과거"><div class="하십시오체"><div class="높임">부으셨습니다</div>부었습니다</div><div class="해요체"><div class="높임">부으셨어요</div>부었어요</div></div><div class="미래"><div class="하십시오체"><div class="높임">부실 겁니다</div>부을 겁니다</div><div class="해요체"><div class="높임">부실 거예요</div>부을 거예요</div></div></div><div class="bloc"><div class="연결"><div class="높임">부으시고</div>붓고</div><div class="연결"><div class="높임">부으시지만</div>붓지만</div><div class="연결"><div class="높임">부으시는데</div>붓는데</div><div class="연결"><div class="높임">부으시면</div>부으면</div><div class="연결"><div class="높임">부으셔서</div>부어서</div></div></div>	il versait<p class="small">(해요체, registre informel poli)</p>


[sound:테니스를_많이_쳐서_다리가_아파요.mp3]	<ul>테니스를 많이 쳐서 다리가 아파요.</ul>	<ul>Mes jambes me font mal parce que j'ai beaucoup joué au tennis.<p class="small">(J'ai beaucoup joué au tennis aussi ai-je mal aux jambes.)</p></ul>
[sound:오늘_아침부터_배가_아파요.mp3]	<ul>오늘 아침부터 배가 아파요.</ul>	<ul>J'ai mal au ventre depuis ce matin.</ul>
[sound:경제학이_어려워서_머리가_아파요.mp3]	<ul>경제학이 어려워서 머리가 아파요.</ul>	<ul>J'ai mal à la tête parce que l'économie est difficile.<p class="small">(L'économie est difficile aussi ai-je mal à la tête.)</p></ul>
[sound:감기에_걸려서_열이_나고_기침도_나요.mp3]	<ul>감기에 걸려서 열이 나고 기침도 나요.</ul>	<ul>J'ai de la fièvre et aussi de la toux parce que j'ai un rhume.</ul>
[sound:목이_아프지만_열은_안_나요.mp3]	<ul>목이 아프지만 열은 안 나요.<p class="small">(목이 아파요. 그렇지만 열은 안 나요.)</p></ul>	<ul>J'ai mal à la gorge mais pas de fièvre.</ul>
[sound:레오는_모르간을_기다렸지만_학교에_안_왔습니다.mp3]	<ul>레오는 모르간을 기다렸지만 학교에 안 왔습니다.</ul><p class="small">(레오는 모르간을 기다렸습니다. 하지만 모르간은 학교에 안 왔습니다.)</p>	<ul>Léo a attendu Morgane mais elle n'est pas venue à l'école.</ul><p class="small">(하십시오체, registre formel poli)</p>
[sound:숙제가_많았지만_텔레비전을_봤어요.mp3]	<ul>숙제가 많았지만 텔레비전을 봤어요.<p class="small">(숙제가 많았어요. 그렇지만 텔레비전을 봤어요.)</p></ul>	<ul>J'avais beaucoup de devoirs mais j'ai regardé la télévision.</ul>
[sound:겨울이지만_날씨가_따뜻합니다.mp3]	<ul>겨울이지만 날씨가 따뜻합니다.<p class="small">(겨울입니다. 그렇지만 날씨가 따뜻합니다.)</p></ul>	<ul>C'est l'hiver mais il fait doux.</ul><p class="small">(하십시오체, registre formel poli)</p>
[sound:저는_동수에게_하루에_한_번_전화해요.mp3]	<ul>저는 동수에게 하루에 한 번 전화해요.</ul>	<ul>J'appelle Dong-soo une fois par jour.</ul>
[sound:줄리엥이_음악을_들으러_왔습니다.mp3]	<ul>줄리엥이 음악을 들으러 왔습니다.</ul>	<ul>Julien est venu écouter de la musique.</ul><p class="small">(하십시오체, registre formel poli)</p>
[sound:감기에_걸려서_갈_수_없어요.mp3]	<ul>감기에 걸려서 못 가요.<hr/>감기에 걸려서 갈 수 없어요.</ul>	<ul>Je ne peux pas y aller parce que j'ai un rhume.</ul>
[sound:내일_시험이_있어서_극장에_못_가요.mp3]	<ul>내일 시험이 있어서 극장에 못 가요.<hr/>내일 시험이 있어서 극장에 갈 수 없어요.</ul>	<ul>Je ne peux pas aller au cinéma parce que j'ai un examen demain.</ul>
[sound:다리가_아파서_산책을_못_해요.mp3]	<ul>다리가 아파서 산책을 못 해요.<hr/>다리가 아파서 산책할 수 없어요.</ul>	<ul>Je ne peux pas me promener parce que j'ai mal aux jambes.</ul>
[sound:피에르는_병_안에_물을_부었습니다.mp3]	<ul>피에르는 병 안에 물을 부었습니다.</ul>	<ul>Pierre a versé de l'eau dans la bouteille.</ul><p class="small">(하십시오체, registre formel poli)</p>
[sound:저는_아침_7시에_씻어요.mp3]	<ul>저는 아침 7시에 씻어요.</ul>	<ul>Je me lave à sept heures du matin.</ul>



# 대화 1

[sound:어디가_아프세요.mp3]	<ul>지금 모르간은 병원에 있습니다.<li><span class="light">(의사)</span> 어디가 아프세요?</li><li>콧물이 나오고 기침이 많이 나요.</li><li><span class="light">(의사)</span> 목은 어때요?</li><li>목도 조금 아파요.</li><li><span class="light">(의사)</span> 열도 나세요?</li><li>아니요, 목이 아프지만 열은 안 나요. 그런데 머리가 조금 아파요. 아, 그리고 오늘 아침부터는 땀이 나고 추워요.</li></ul>	<ul>Morgane est maintenant à l'hôpital.<li><span class="light">(médecin)</span> Où avez-vous mal ?</li><li>J'ai le nez qui coule et beaucoup de toux.</li><li><span class="light">(médecin)</span> Votre gorge ?</li><li>Ma gorge aussi me fait un peu mal.</li><li><span class="light">(médecin)</span> Avez-vous aussi de la fièvre?</li><li>Non, j'ai mal à la gorge mais pas de fièvre. Cependant j'ai un peu mal à la tête. Ah, et depuis ce matin je transpire et j'ai froid.</li></ul><p class="small">(하십시오체, registre formel poli)</p>

[sound:감기에_걸리셨네요.mp3]	<ul>의사 선생님은 모르간의 입 안을 보고 청진기로 진료를 합니다.<li><span class="light">(의사)</span> 감기에 걸리셨네요. 오늘부터 금요일까지 약을 하루에 두 번 드세요. 그리고 물을 많이 드시고 집에서 푹 쉬어야 돼요.</li><li>선생님, 그런데 다음 주 목요일에 시험이 있어서 공부해야 돼요.</li><li><span class="light">(의사)</span> 그럼, 이번 주에는 조금만 공부하세요.</li></ul>	<ul>Le médecin regarde à l'intérieur de la bouche de Morgane et l'ausculte avec un stéthoscope.<li><span class="light">(médecin)</span> Vous avez un rhume. À partir d'aujourd'hui et jusqu'à vendredi prenez votre médicament deux fois par jour. Et vous devez boire beaucoup d'eau et bien vous reposer à la maison.</li><li>Mais docteur, j'ai un examen jeudi prochain alors je dois étudier.</li><li><span class="light">(médecin)</span> Eh bien, cette semaine étudiez seulement un peu.</li></ul><p class="small">(하십시오체, registre formel poli)</p>



# 대화 2

[sound:약을_사러_약국에_갔습니다.mp3]	<ul>모르간은 병원에서 처방전을 받고 약을 사러 약국에 갔습니다.</ul>	<ul>Morgane a reçu une ordonnance à l'hôpital et est allée à la pharmacie pour acheter des médicaments.</ul><p class="small">(하십시오체, registre formel poli)</p>

[sound:약이_두_종류가_있어요.mp3]	<ul><span class="light">(약사)</span> 약이 두 종류가 있어요. 이 약은 아침하고 저녁에, 하루에 두 번 드세요. 그리고 뿌리는 약은 목에 뿌리세요.</ul>	<ul><span class="light">(pharmacien)</span> Il y a deux types de médicaments. Prenez ce médicament deux fois par jour, matin et soir. Et vaporisez ce médicament pour votre gorge.</ul>

[sound:이_약이_항생제예요.mp3]	<ul><li>이 약이 항생제예요?</li><li><span class="light">(약사)</span> 아니요. 항생제는 아니에요. 보통 감기약이에요.</li></ul>	<ul><li>Ce médicament est-il un antibiotique ?</li><li><span class="light">(pharmacien)</span> Non, ce n'est pas un antibiotique. C'est en général un médicament contre le rhume.</li></ul>

[sound:뿌리는_약은_하루에_몇_번_뿌려요.mp3]	<ul><li>뿌리는 약은 하루에 몇 번 뿌려요?</li><li><span class="light">(약사)</span> 아침, 점심, 저녁 세 번 뿌리세요.</li></ul>	<ul><li>Le médicament à vaporiser est à prendre combien de fois par jour ?</li><li><span class="light">(pharmacien)</span> Vaporisez trois fois par jour : au petit déjeuner, au déjeuner et au dîner.</li></ul>

[sound:아스피린도_좀_주세요.mp3]	<ul><li>그리고 아스피린도 좀 주세요. 모두 얼마예요?</li><li><span class="light">(약사)</span> 5,600원이에요.</li><li>여기 있어요. 안녕히 계세요.</li><li><span class="light">(약사)</span> 네, 안녕히 가세요.</li></ul>	<ul><li>Et donnez-moi aussi de l'aspirine s'il vous plaît. Combien vous dois-je ?</li><li><span class="light">(pharmacien)</span> Cela fait 5 600 wons.</li><li>Voici. Au revoir.</li><li><span class="light">(pharmacien)</span> Oui, au revoir.</li></ul>



# 읽기

[sound:감기에_걸려서_못_가요.mp3]	<ul>어제 모르간은 한국어 수업이 있었습니다. 레오는 모르간을 기다렸지만 학교에 안 왔습니다. 그래서 모르간에게 전화했습니다.<li>모르간 씨, 저 레오예요. 학교에 안 와요?</li><li>미안해요, 레오 씨. 감기에 걸려서 못 가요.</li></ul>	<ul>Hier, Morgane avait cours de coréen. Léo a attendu Morgane mais elle n'est pas venue à l'école. C'est pourquoi il l'a appelée au téléphone.<li>Morgane, c'est Léo. Tu ne viens pas à l'école ?</li><li>Désolée, Léo. Je ne peux pas y aller parce que j'ai un rhume.</li></ul><p class="small">(하십시오체, registre formel poli)</p>

[sound:병원에_가서_진료를_받았습니다.mp3]	<ul>모르간은 기침이 나고 목이 많이 아팠습니다. 그래서 병원에 가서 진료를 받았습니다.</ul>	<ul>Morgane toussait et avait beaucoup mal à la gorge. C'est pourquoi elle est allée à l'hôpital afin de consulter.</ul><p class="small">(하십시오체, registre formel poli)</p>

[sound:하루에_약을_두_번_먹었습니다.mp3]	<ul>모르간은 집에 와서 금요일까지 푹 쉬었습니다. 집에서 물을 많이 마시고 하루에 약을 두 번 먹었습니다. 모르간은 금요일 저녁부터 기침이 안 나고 목이 안 아팠습니다. 그리고 콧물도 안 나왔습니다. 토요일 아침에 감기가 다 나았습니다.</ul>	<ul>Morgane est rentrée chez elle afin de bien se reposer jusqu'au vendredi. À la maison, elle a bu beaucoup d'eau et a pris ses médicaments deux fois par jour. À partir de vendredi soir, Morgane n'a plus toussé et n'a plus eu mal à la gorge. Elle n'avait plus non plus le nez qui coule. Le samedi matin son rhume était complètement guéri.</ul><p class="small">(하십시오체, registre formel poli)</p>

[sound:경제학이_재미있지만_조금_어렵습니다.mp3]	<ul>다음 주에 경제학 시험이 있어서, 지금 모르간은 경제학을 공부합니다. 경제학이 재미있지만 조금 어렵습니다. 그래서 다음 주 월요일에 모르간은 레오랑 도서관에서 경제학을 같이 공부할 겁니다.</ul>	<ul>Comme il y a un examen d'économie la semaine prochaine, Morgane étudie maintenant l'économie. L'économie est intéressante mais un peu difficile. C'est pourquoi lundi prochain, Morgane et Léo étudieront ensemble l'économie à la bibliothèque.</ul><p class="small">(하십시오체, registre formel poli)</p>



# 듣기와 말하기

[sound:어제_많이_먹어서_배가_아파요.mp3]	<ul>어제 많이 먹어서 배가 아파요.</ul>	<ul>J'ai mal au ventre parce que j'ai beaucoup mangé hier.</ul><p class="small">(J'ai beaucoup mangé hier aussi ai-je mal au ventre.)</p>
[sound:찬호_씨는_감기에_걸렸어요.mp3]	<ul>찬호 씨는 감기에 걸렸어요.</ul>	<ul>Chan-ho est enrhumé.</ul>
[sound:상준은_이틀에_한_번_테니스를_쳐요.mp3]	<ul>상준은 이틀에 한 번 테니스를 쳐요.</ul>	<ul>Sang-joon joue au tennis <span class="light">(une fois)</span> tous les deux jours.</ul>
[sound:저는_2시까지_우체국에_가야_돼요.mp3]	<ul>저는 2시까지 우체국에 가야 돼요.</ul>	<ul>Je dois aller à la poste avant 14h.</ul>
[sound:바빠서_쇼핑을_못_했어요.mp3]	<ul>바빠서 쇼핑을 못 했어요.</ul>	<ul>Je n'ai pas pu faire de shopping parce que j'étais occupé.</ul>
[sound:비가_와서_길이_많이_막혀요.mp3]	<ul>비가 와서 길이 많이 막혀요.</ul>	<ul>Il y a beaucoup d'embouteillages parce qu'il pleut.</ul><p class="small">(Il pleut aussi y a-t-il beaucoup d'embouteillages.)</p>
[sound:이_약은_항생제가_아니에요.mp3]	<ul>이 약은 항생제가 아니에요.</ul>	<ul>Ce médicament n'est pas un antibiotique.</ul>
[sound:어제_병원에_갔어요.mp3]	<ul>어제 병원에 갔어요?</ul>	<ul>Hier es-tu allé à l'hôpital ?</ul>

[sound:어디_아프세요.mp3]	<ul><li>수진 씨, 어디<span class="light">(가)</span> 아프세요?</li><li>네, 감기가 걸렸어요.</li><li>약은 드셨어요?</li><li>네, 어제부터 약을 먹었지만 잘 안 나아요. 열이 나요.</li><li>기침은 어때요?</li><li>오늘부터 기침은 안 나요. 그런데 목이 아파요.</li><li>병원에 가 보셨어요?</li><li>아니요. 아스피린만 먹었어요.</li><li>그럼, 병원에서 진료를 받으세요.</li></ul>	<ul><li>Sujin, êtes-vous malade ?</li><li>Oui, j'ai un rhume.</li><li>Avez-vous pris des médicaments ?</li><li>Oui, je prends des médicaments depuis hier mais je ne vais pas mieux. J'ai de la fièvre.</li><li>Comment va votre toux ?</li><li>Je ne tousse pas depuis aujourd'hui. Toutefois j'ai mal à la gorge.</li><li>Avez-vous essayé d'aller à l'hôpital ?</li><li>Non. J'ai seulement pris de l'aspirine.</li><li>Alors consultez <span class="light">(un médecin)</span> à l'hôpital.</li></ul>

[sound:오늘은_감기에_걸려서_집에_계셨습니다.mp3]	<ul>할머니께서는 보통 아침 7시에 공원에서 산책하십니다. 그런데 오늘은 감기에 걸려서 집에 계셨습니다. 목이 아프고 기침을 하십니다. 오후에 병원에 가셔서 의사 선생님께 진료를 받을 겁니다.</ul>	<ul>Habituellement, ma grand-mère se promène dans le parc à sept heures du matin. Cependant, aujourd'hui elle était enrhumée, aussi est-elle restée à la maison. Elle a mal à la gorge et elle tousse. Cet après-midi elle ira à l'hôpital pour consulter un médecin.</ul><p class="small">(하십시오체, registre formel poli)</p>
