tags: darakwon 13-과

[sound:가족.mp3]	가족 <span class="small light">/ 친척</span>	famille <span class="small light">/ parentèle</span>

[sound:굽습니다.mp3]	굽습니다 <span class="발음">[굽<span style="font-weight: bold">씀</span>니다]</span><hr/>구<span class="불규칙">우</span>십니다<p class="fr small">(honorifique)</p><div class="활용"><div class="bloc"><div class="부정사">굽다</div><div class="불규칙">(“ㅂ” 불규칙 동사)</div></div><div class="bloc"><div class="현재"><div class="하십시오체"><div class="높임">구우십니다</div>굽습니다</div><div class="해요체"><div class="높임">구우세요</div>구워요</div></div><div class="과거"><div class="하십시오체"><div class="높임">구우셨습니다</div>구웠습니다</div><div class="해요체"><div class="높임">구우셨어요</div>구웠어요</div></div><div class="미래"><div class="하십시오체"><div class="높임">구우실 겁니다</div>구울 겁니다</div><div class="해요체"><div class="높임">구우실 거예요</div>구울 거예요</div></div></div><div class="bloc"><div class="고"><div class="높임">구우시고</div>굽고</div><div class="지만"><div class="높임">구우시지만</div>굽지만</div><div class="는데"><div class="높임">구우시는데</div>굽는데</div><div class="면"><div class="높임">구우시면</div>구우면</div><div class="서"><div class="높임">구우셔서</div>구워서</div></div></div>	il grille<p class="small">(하십시오체, registre formel poli)</p>
[sound:구워요.mp3]	구<span class="불규칙">워</span>요<p class="small">(*구<span class="불규칙">우어</span>요)</p><hr/>구<span class="불규칙">우</span>세요<p class="fr small">(honorifique)</p><div class="활용"><div class="bloc"><div class="부정사">굽다</div><div class="불규칙">(“ㅂ” 불규칙 동사)</div></div><div class="bloc"><div class="현재"><div class="하십시오체"><div class="높임">구우십니다</div>굽습니다</div><div class="해요체"><div class="높임">구우세요</div>구워요</div></div><div class="과거"><div class="하십시오체"><div class="높임">구우셨습니다</div>구웠습니다</div><div class="해요체"><div class="높임">구우셨어요</div>구웠어요</div></div><div class="미래"><div class="하십시오체"><div class="높임">구우실 겁니다</div>구울 겁니다</div><div class="해요체"><div class="높임">구우실 거예요</div>구울 거예요</div></div></div><div class="bloc"><div class="고"><div class="높임">구우시고</div>굽고</div><div class="지만"><div class="높임">구우시지만</div>굽지만</div><div class="는데"><div class="높임">구우시는데</div>굽는데</div><div class="면"><div class="높임">구우시면</div>구우면</div><div class="서"><div class="높임">구우셔서</div>구워서</div></div></div>	il grille<p class="small">(해요체, registre informel poli)</p>
[sound:구웠어요.mp3]	구<span class="불규칙">웠</span>어요<p class="small">(*구<span class="불규칙">우었</span>요)</p><hr/>구<span class="불규칙">우셨</span>어요<p class="fr small">(honorifique)</p><div class="활용"><div class="bloc"><div class="부정사">굽다</div><div class="불규칙">(“ㅂ” 불규칙 동사)</div></div><div class="bloc"><div class="현재"><div class="하십시오체"><div class="높임">구우십니다</div>굽습니다</div><div class="해요체"><div class="높임">구우세요</div>구워요</div></div><div class="과거"><div class="하십시오체"><div class="높임">구우셨습니다</div>구웠습니다</div><div class="해요체"><div class="높임">구우셨어요</div>구웠어요</div></div><div class="미래"><div class="하십시오체"><div class="높임">구우실 겁니다</div>구울 겁니다</div><div class="해요체"><div class="높임">구우실 거예요</div>구울 거예요</div></div></div><div class="bloc"><div class="고"><div class="높임">구우시고</div>굽고</div><div class="지만"><div class="높임">구우시지만</div>굽지만</div><div class="는데"><div class="높임">구우시는데</div>굽는데</div><div class="면"><div class="높임">구우시면</div>구우면</div><div class="서"><div class="높임">구우셔서</div>구워서</div></div></div>	il grillait<p class="small">(해요체, registre informel poli)</p>
[sound:구울_거예요.mp3]	구<span class="불규칙">울</span> 거예요<p class="small">(*구<span class="불규칙">우을</span> 거예요)</p><hr/>구<span class="불규칙">우</span>실 거예요<p class="fr small">(honorifique)</p><div class="활용"><div class="bloc"><div class="부정사">굽다</div><div class="불규칙">(“ㅂ” 불규칙 동사)</div></div><div class="bloc"><div class="현재"><div class="하십시오체"><div class="높임">구우십니다</div>굽습니다</div><div class="해요체"><div class="높임">구우세요</div>구워요</div></div><div class="과거"><div class="하십시오체"><div class="높임">구우셨습니다</div>구웠습니다</div><div class="해요체"><div class="높임">구우셨어요</div>구웠어요</div></div><div class="미래"><div class="하십시오체"><div class="높임">구우실 겁니다</div>구울 겁니다</div><div class="해요체"><div class="높임">구우실 거예요</div>구울 거예요</div></div></div><div class="bloc"><div class="고"><div class="높임">구우시고</div>굽고</div><div class="지만"><div class="높임">구우시지만</div>굽지만</div><div class="는데"><div class="높임">구우시는데</div>굽는데</div><div class="면"><div class="높임">구우시면</div>구우면</div><div class="서"><div class="높임">구우셔서</div>구워서</div></div></div>	il grillera<p class="small">(해요체, registre informel poli)</p>

[sound:그렇습니다.mp3]	그렇습니다<p class="발음">[그러<span style="font-weight: bold">씀</span>니다]</p><hr/>그<span class="불규칙">러</span>십니다<p class="fr small">(honorifique)</p><div class="활용"><div class="bloc"><div class="부정사">그렇다</div><div class="불규칙">(“ㅎ” 불규칙 형용사)</div></div><div class="bloc"><div class="현재"><div class="하십시오체"><div class="높임">그러십니다</div>그렇습니다</div><div class="해요체"><div class="높임">그러세요</div>그래요</div></div><div class="과거"><div class="하십시오체"><div class="높임">그러셨습니다</div>그랬습니다</div><div class="해요체"><div class="높임">그러셨어요</div>그랬어요</div></div><div class="미래"><div class="하십시오체"><div class="높임">그러실 겁니다</div>그럴 겁니다</div><div class="해요체"><div class="높임">그러실 거예요</div>그럴 거예요</div></div></div><div class="bloc"><div class="고"><div class="높임">그러시고</div>그렇고</div><div class="지만"><div class="높임">그러시지만</div>그렇지만</div><div class="는데"><div class="높임">그러신데</div>그런데</div><div class="면"><div class="높임">그러시면</div>그러면 / 그럼</div><div class="서"><div class="높임">그러셔서</div>그래서</div></div></div>	c'est ainsi, c'est comme cela<p class="small">(하십시오체, registre formel poli)</p>
[sound:그래요.mp3]	그<span class="불규칙">래</span>요<p class="small">(*그<span class="불규칙">래어</span>요)</p><hr/>그<span class="불규칙">러</span>세요<p class="fr small">(honorifique)</p><div class="활용"><div class="bloc"><div class="부정사">그렇다</div><div class="불규칙">(“ㅎ” 불규칙 형용사)</div></div><div class="bloc"><div class="현재"><div class="하십시오체"><div class="높임">그러십니다</div>그렇습니다</div><div class="해요체"><div class="높임">그러세요</div>그래요</div></div><div class="과거"><div class="하십시오체"><div class="높임">그러셨습니다</div>그랬습니다</div><div class="해요체"><div class="높임">그러셨어요</div>그랬어요</div></div><div class="미래"><div class="하십시오체"><div class="높임">그러실 겁니다</div>그럴 겁니다</div><div class="해요체"><div class="높임">그러실 거예요</div>그럴 거예요</div></div></div><div class="bloc"><div class="고"><div class="높임">그러시고</div>그렇고</div><div class="지만"><div class="높임">그러시지만</div>그렇지만</div><div class="는데"><div class="높임">그러신데</div>그런데</div><div class="면"><div class="높임">그러시면</div>그러면 / 그럼</div><div class="서"><div class="높임">그러셔서</div>그래서</div></div></div>	c'est ainsi, c'est comme cela<p class="small">(해요체, registre informel poli)</p>
[sound:그랬어요.mp3]	그<span class="불규칙">랬</span>어요 <span class="발음">[그래써요]</span><p class="small">(*그<span class="불규칙">래었</span>어요)</p><hr/>그<span class="불규칙">러</span>셨어요<p class="fr small">(honorifique)</p><div class="활용"><div class="bloc"><div class="부정사">그렇다</div><div class="불규칙">(“ㅎ” 불규칙 형용사)</div></div><div class="bloc"><div class="현재"><div class="하십시오체"><div class="높임">그러십니다</div>그렇습니다</div><div class="해요체"><div class="높임">그러세요</div>그래요</div></div><div class="과거"><div class="하십시오체"><div class="높임">그러셨습니다</div>그랬습니다</div><div class="해요체"><div class="높임">그러셨어요</div>그랬어요</div></div><div class="미래"><div class="하십시오체"><div class="높임">그러실 겁니다</div>그럴 겁니다</div><div class="해요체"><div class="높임">그러실 거예요</div>그럴 거예요</div></div></div><div class="bloc"><div class="고"><div class="높임">그러시고</div>그렇고</div><div class="지만"><div class="높임">그러시지만</div>그렇지만</div><div class="는데"><div class="높임">그러신데</div>그런데</div><div class="면"><div class="높임">그러시면</div>그러면 / 그럼</div><div class="서"><div class="높임">그러셔서</div>그래서</div></div></div>	c'était ainsi, c'était comme cela<p class="small">(해요체, registre informel poli)</p>
[sound:그럴_거예요.mp3]	그<span class="불규칙">럴</span> 거예요<p class="small">(*그<span class="불규칙">러을</span> 거예요)</p><hr/>그<span class="불규칙">러</span>실 거예요<p class="fr small">(honorifique)</p><div class="활용"><div class="bloc"><div class="부정사">그렇다</div><div class="불규칙">(“ㅎ” 불규칙 형용사)</div></div><div class="bloc"><div class="현재"><div class="하십시오체"><div class="높임">그러십니다</div>그렇습니다</div><div class="해요체"><div class="높임">그러세요</div>그래요</div></div><div class="과거"><div class="하십시오체"><div class="높임">그러셨습니다</div>그랬습니다</div><div class="해요체"><div class="높임">그러셨어요</div>그랬어요</div></div><div class="미래"><div class="하십시오체"><div class="높임">그러실 겁니다</div>그럴 겁니다</div><div class="해요체"><div class="높임">그러실 거예요</div>그럴 거예요</div></div></div><div class="bloc"><div class="고"><div class="높임">그러시고</div>그렇고</div><div class="지만"><div class="높임">그러시지만</div>그렇지만</div><div class="는데"><div class="높임">그러신데</div>그런데</div><div class="면"><div class="높임">그러시면</div>그러면 / 그럼</div><div class="서"><div class="높임">그러셔서</div>그래서</div></div></div>	ce sera ainsi, ce sera comme cela<p class="small">(해요체, registre informel poli)</p>

[sound:기다립니다.mp3]	기다립니다<p class="발음">[기다<span style="font-weight: bold">림</span>니다]</p><hr/>기다리십니다<p class="fr small">(honorifique)</p><div class="활용"><div class="bloc"><div class="부정사">기다리다</div><div class="불규칙">(동사)</div></div><div class="bloc"><div class="현재"><div class="하십시오체"><div class="높임">기다리십니다</div>기다립니다</div><div class="해요체"><div class="높임">기다리세요</div>기다려요</div></div><div class="과거"><div class="하십시오체"><div class="높임">기다리셨습니다</div>기다렸습니다</div><div class="해요체"><div class="높임">기다리셨어요</div>기다렸어요</div></div><div class="미래"><div class="하십시오체"><div class="높임">기다리실 겁니다</div>기다릴 겁니다</div><div class="해요체"><div class="높임">기다리실 거예요</div>기다릴 거예요</div></div><div class="명령법">기다리세요</div></div><div class="bloc"><div class="고"><div class="높임">기다리시고</div>기다리고</div><div class="지만"><div class="높임">기다리시지만</div>기다리지만</div><div class="는데"><div class="높임">기다리시는데</div>기다리는데</div><div class="면"><div class="높임">기다리시면</div>기다리면</div><div class="서"><div class="높임">기다리셔서</div>기다려서</div></div></div>	il attend<p class="small">(하십시오체, registre formel poli)</p>
[sound:기다려요.mp3]	기다<span class="불규칙">려</span>요<p class="small">(*기다<span class="불규칙">리어</span>요)</p><hr/>기다리세요<p class="fr small">(honorifique)</p><div class="활용"><div class="bloc"><div class="부정사">기다리다</div><div class="불규칙">(동사)</div></div><div class="bloc"><div class="현재"><div class="하십시오체"><div class="높임">기다리십니다</div>기다립니다</div><div class="해요체"><div class="높임">기다리세요</div>기다려요</div></div><div class="과거"><div class="하십시오체"><div class="높임">기다리셨습니다</div>기다렸습니다</div><div class="해요체"><div class="높임">기다리셨어요</div>기다렸어요</div></div><div class="미래"><div class="하십시오체"><div class="높임">기다리실 겁니다</div>기다릴 겁니다</div><div class="해요체"><div class="높임">기다리실 거예요</div>기다릴 거예요</div></div><div class="명령법">기다리세요</div></div><div class="bloc"><div class="고"><div class="높임">기다리시고</div>기다리고</div><div class="지만"><div class="높임">기다리시지만</div>기다리지만</div><div class="는데"><div class="높임">기다리시는데</div>기다리는데</div><div class="면"><div class="높임">기다리시면</div>기다리면</div><div class="서"><div class="높임">기다리셔서</div>기다려서</div></div></div>	il attend<p class="small">(해요체, registre informel poli)</p>
[sound:기다렸어요.mp3]	기다<span class="불규칙">렸</span>어요<p class="small">(*기다<span class="불규칙">리었</span>어요)</p><hr/>기다리셨어요<p class="fr small">(honorifique)</p><div class="활용"><div class="bloc"><div class="부정사">기다리다</div><div class="불규칙">(동사)</div></div><div class="bloc"><div class="현재"><div class="하십시오체"><div class="높임">기다리십니다</div>기다립니다</div><div class="해요체"><div class="높임">기다리세요</div>기다려요</div></div><div class="과거"><div class="하십시오체"><div class="높임">기다리셨습니다</div>기다렸습니다</div><div class="해요체"><div class="높임">기다리셨어요</div>기다렸어요</div></div><div class="미래"><div class="하십시오체"><div class="높임">기다리실 겁니다</div>기다릴 겁니다</div><div class="해요체"><div class="높임">기다리실 거예요</div>기다릴 거예요</div></div><div class="명령법">기다리세요</div></div><div class="bloc"><div class="고"><div class="높임">기다리시고</div>기다리고</div><div class="지만"><div class="높임">기다리시지만</div>기다리지만</div><div class="는데"><div class="높임">기다리시는데</div>기다리는데</div><div class="면"><div class="높임">기다리시면</div>기다리면</div><div class="서"><div class="높임">기다리셔서</div>기다려서</div></div></div>	il attendait<p class="small">(해요체, registre informel poli)</p>
[sound:기다릴_거예요.mp3]	기다릴 거예요<hr/>기다리실 거예요<p class="fr small">(honorifique)</p><div class="활용"><div class="bloc"><div class="부정사">기다리다</div><div class="불규칙">(동사)</div></div><div class="bloc"><div class="현재"><div class="하십시오체"><div class="높임">기다리십니다</div>기다립니다</div><div class="해요체"><div class="높임">기다리세요</div>기다려요</div></div><div class="과거"><div class="하십시오체"><div class="높임">기다리셨습니다</div>기다렸습니다</div><div class="해요체"><div class="높임">기다리셨어요</div>기다렸어요</div></div><div class="미래"><div class="하십시오체"><div class="높임">기다리실 겁니다</div>기다릴 겁니다</div><div class="해요체"><div class="높임">기다리실 거예요</div>기다릴 거예요</div></div><div class="명령법">기다리세요</div></div><div class="bloc"><div class="고"><div class="높임">기다리시고</div>기다리고</div><div class="지만"><div class="높임">기다리시지만</div>기다리지만</div><div class="는데"><div class="높임">기다리시는데</div>기다리는데</div><div class="면"><div class="높임">기다리시면</div>기다리면</div><div class="서"><div class="높임">기다리셔서</div>기다려서</div></div></div>	il attendra<p class="small">(해요체, registre informel poli)</p>

[sound:끝납니다.mp3]	끝납니다 <span class="발음">[<span style="font-weight: bold">끈남</span>니다]</span><hr/>끝나십니다<p class="fr small">(honorifique)</p><div class="활용"><div class="bloc"><div class="부정사">끝나다</div><div class="불규칙">(동사)</div></div><div class="bloc"><div class="현재"><div class="하십시오체"><div class="높임">끝나십니다</div>끝납니다</div><div class="해요체"><div class="높임">끝나세요</div>끝나요</div></div><div class="과거"><div class="하십시오체"><div class="높임">끝나셨습니다</div>끝났습니다</div><div class="해요체"><div class="높임">끝나셨어요</div>끝났어요</div></div><div class="미래"><div class="하십시오체"><div class="높임">끝나실 겁니다</div>끝날 겁니다</div><div class="해요체"><div class="높임">끝나실 거예요</div>끝날 거예요</div></div></div><div class="bloc"><div class="고"><div class="높임">끝나시고</div>끝나고</div><div class="지만"><div class="높임">끝나시지만</div>끝나지만</div><div class="는데"><div class="높임">끝나시는데</div>끝나는데</div><div class="면"><div class="높임">끝나시면</div>끝나면</div><div class="서"><div class="높임">끝나셔서</div>끝나서</div></div></div>	il se finit, il se termine<p class="small">(하십시오체, registre formel poli)</p>
[sound:끝나요.mp3]	끝<span class="불규칙">나</span>요 <span class="발음">[<span style="font-weight: bold">끈</span>나요]</span><p class="small">(*끝<span class="불규칙">나아</span>요)</p><hr/>끝나세요<p class="fr small">(honorifique)</p><div class="활용"><div class="bloc"><div class="부정사">끝나다</div><div class="불규칙">(동사)</div></div><div class="bloc"><div class="현재"><div class="하십시오체"><div class="높임">끝나십니다</div>끝납니다</div><div class="해요체"><div class="높임">끝나세요</div>끝나요</div></div><div class="과거"><div class="하십시오체"><div class="높임">끝나셨습니다</div>끝났습니다</div><div class="해요체"><div class="높임">끝나셨어요</div>끝났어요</div></div><div class="미래"><div class="하십시오체"><div class="높임">끝나실 겁니다</div>끝날 겁니다</div><div class="해요체"><div class="높임">끝나실 거예요</div>끝날 거예요</div></div></div><div class="bloc"><div class="고"><div class="높임">끝나시고</div>끝나고</div><div class="지만"><div class="높임">끝나시지만</div>끝나지만</div><div class="는데"><div class="높임">끝나시는데</div>끝나는데</div><div class="면"><div class="높임">끝나시면</div>끝나면</div><div class="서"><div class="높임">끝나셔서</div>끝나서</div></div></div>	il se finit, il se termine<p class="small">(해요체, registre informel poli)</p>
[sound:끝났어요.mp3]	끝<span class="불규칙">났</span>어요 <span class="발음">[<span style="font-weight: bold">끈</span>나써요]</span><p class="small">(*끝<span class="불규칙">나았</span>어요)</p><hr/>끝나셨어요<p class="fr small">(honorifique)</p><div class="활용"><div class="bloc"><div class="부정사">끝나다</div><div class="불규칙">(동사)</div></div><div class="bloc"><div class="현재"><div class="하십시오체"><div class="높임">끝나십니다</div>끝납니다</div><div class="해요체"><div class="높임">끝나세요</div>끝나요</div></div><div class="과거"><div class="하십시오체"><div class="높임">끝나셨습니다</div>끝났습니다</div><div class="해요체"><div class="높임">끝나셨어요</div>끝났어요</div></div><div class="미래"><div class="하십시오체"><div class="높임">끝나실 겁니다</div>끝날 겁니다</div><div class="해요체"><div class="높임">끝나실 거예요</div>끝날 거예요</div></div></div><div class="bloc"><div class="고"><div class="높임">끝나시고</div>끝나고</div><div class="지만"><div class="높임">끝나시지만</div>끝나지만</div><div class="는데"><div class="높임">끝나시는데</div>끝나는데</div><div class="면"><div class="높임">끝나시면</div>끝나면</div><div class="서"><div class="높임">끝나셔서</div>끝나서</div></div></div>	il se finissait, il se terminait<p class="small">(해요체, registre informel poli)</p>
[sound:끝날_거예요.mp3]	끝날 거예요<p class="발음">[<span style="font-weight: bold">끈</span>날]</p><hr/>끝나실 거예요<p class="fr small">(honorifique)</p><div class="활용"><div class="bloc"><div class="부정사">끝나다</div><div class="불규칙">(동사)</div></div><div class="bloc"><div class="현재"><div class="하십시오체"><div class="높임">끝나십니다</div>끝납니다</div><div class="해요체"><div class="높임">끝나세요</div>끝나요</div></div><div class="과거"><div class="하십시오체"><div class="높임">끝나셨습니다</div>끝났습니다</div><div class="해요체"><div class="높임">끝나셨어요</div>끝났어요</div></div><div class="미래"><div class="하십시오체"><div class="높임">끝나실 겁니다</div>끝날 겁니다</div><div class="해요체"><div class="높임">끝나실 거예요</div>끝날 거예요</div></div></div><div class="bloc"><div class="고"><div class="높임">끝나시고</div>끝나고</div><div class="지만"><div class="높임">끝나시지만</div>끝나지만</div><div class="는데"><div class="높임">끝나시는데</div>끝나는데</div><div class="면"><div class="높임">끝나시면</div>끝나면</div><div class="서"><div class="높임">끝나셔서</div>끝나서</div></div></div>	il se finira, il se terminera<p class="small">(해요체, registre informel poli)</p>

[sound:나쁩니다.mp3]	나쁩니다 <span class="발음">[나<span style="font-weight: bold">쁨</span>니다]</span><hr/>나쁘십니다<p class="fr small">(honorifique)</p><div class="활용"><div class="bloc"><div class="부정사">나쁘다</div><div class="불규칙">(“으” 불규칙 형용사)</div></div><div class="bloc"><div class="현재"><div class="하십시오체"><div class="높임">나쁘십니다</div>나쁩니다</div><div class="해요체"><div class="높임">나쁘세요</div>나빠요</div></div><div class="과거"><div class="하십시오체"><div class="높임">나쁘셨습니다</div>나빴습니다</div><div class="해요체"><div class="높임">나쁘셨어요</div>나빴어요</div></div><div class="미래"><div class="하십시오체"><div class="높임">나쁘실 겁니다</div>나쁠 겁니다</div><div class="해요체"><div class="높임">나쁘실 거예요</div>나쁠 거예요</div></div></div><div class="bloc"><div class="고"><div class="높임">나쁘시고</div>나쁘고</div><div class="지만"><div class="높임">나쁘시지만</div>나쁘지만</div><div class="는데"><div class="높임">나쁘신데</div>나쁜데</div><div class="면"><div class="높임">나쁘시면</div>나쁘면</div><div class="서"><div class="높임">나쁘셔서</div>나빠서</div></div></div>	il est mauvais<p class="small">(하십시오체, registre formel poli)</p>
[sound:나빠요.mp3]	나<span class="불규칙">빠</span>요<p class="small">(*나<span class="불규칙">ㅃ아</span>요)</p><hr/>나쁘세요<p class="fr small">(honorifique)</p><div class="활용"><div class="bloc"><div class="부정사">나쁘다</div><div class="불규칙">(“으” 불규칙 형용사)</div></div><div class="bloc"><div class="현재"><div class="하십시오체"><div class="높임">나쁘십니다</div>나쁩니다</div><div class="해요체"><div class="높임">나쁘세요</div>나빠요</div></div><div class="과거"><div class="하십시오체"><div class="높임">나쁘셨습니다</div>나빴습니다</div><div class="해요체"><div class="높임">나쁘셨어요</div>나빴어요</div></div><div class="미래"><div class="하십시오체"><div class="높임">나쁘실 겁니다</div>나쁠 겁니다</div><div class="해요체"><div class="높임">나쁘실 거예요</div>나쁠 거예요</div></div></div><div class="bloc"><div class="고"><div class="높임">나쁘시고</div>나쁘고</div><div class="지만"><div class="높임">나쁘시지만</div>나쁘지만</div><div class="는데"><div class="높임">나쁘신데</div>나쁜데</div><div class="면"><div class="높임">나쁘시면</div>나쁘면</div><div class="서"><div class="높임">나쁘셔서</div>나빠서</div></div></div>	il est mauvais<p class="small">(해요체, registre informel poli)</p>
[sound:나빴어요.mp3]	나<span class="불규칙">빴</span>어요<p class="small">(*나<span class="불규칙">ㅃ았</span>어요)</p><hr/>나쁘셨어요<p class="fr small">(honorifique)</p><div class="활용"><div class="bloc"><div class="부정사">나쁘다</div><div class="불규칙">(“으” 불규칙 형용사)</div></div><div class="bloc"><div class="현재"><div class="하십시오체"><div class="높임">나쁘십니다</div>나쁩니다</div><div class="해요체"><div class="높임">나쁘세요</div>나빠요</div></div><div class="과거"><div class="하십시오체"><div class="높임">나쁘셨습니다</div>나빴습니다</div><div class="해요체"><div class="높임">나쁘셨어요</div>나빴어요</div></div><div class="미래"><div class="하십시오체"><div class="높임">나쁘실 겁니다</div>나쁠 겁니다</div><div class="해요체"><div class="높임">나쁘실 거예요</div>나쁠 거예요</div></div></div><div class="bloc"><div class="고"><div class="높임">나쁘시고</div>나쁘고</div><div class="지만"><div class="높임">나쁘시지만</div>나쁘지만</div><div class="는데"><div class="높임">나쁘신데</div>나쁜데</div><div class="면"><div class="높임">나쁘시면</div>나쁘면</div><div class="서"><div class="높임">나쁘셔서</div>나빠서</div></div></div>	il était mauvais<p class="small">(해요체, registre informel poli)</p>
[sound:나쁠_거예요.mp3]	나쁠 거예요<hr/>나쁘실 거예요<p class="fr small">(honorifique)</p><div class="활용"><div class="bloc"><div class="부정사">나쁘다</div><div class="불규칙">(“으” 불규칙 형용사)</div></div><div class="bloc"><div class="현재"><div class="하십시오체"><div class="높임">나쁘십니다</div>나쁩니다</div><div class="해요체"><div class="높임">나쁘세요</div>나빠요</div></div><div class="과거"><div class="하십시오체"><div class="높임">나쁘셨습니다</div>나빴습니다</div><div class="해요체"><div class="높임">나쁘셨어요</div>나빴어요</div></div><div class="미래"><div class="하십시오체"><div class="높임">나쁘실 겁니다</div>나쁠 겁니다</div><div class="해요체"><div class="높임">나쁘실 거예요</div>나쁠 거예요</div></div></div><div class="bloc"><div class="고"><div class="높임">나쁘시고</div>나쁘고</div><div class="지만"><div class="높임">나쁘시지만</div>나쁘지만</div><div class="는데"><div class="높임">나쁘신데</div>나쁜데</div><div class="면"><div class="높임">나쁘시면</div>나쁘면</div><div class="서"><div class="높임">나쁘셔서</div>나빠서</div></div></div>	il sera mauvais<p class="small">(해요체, registre informel poli)</p>

[sound:나타납니다.mp3]	나타납니다<p class="발음">[나타<span style="font-weight: bold">남</span>니다]</p><hr/>나타나십니다<p class="fr small">(honorifique)</p><div class="활용"><div class="bloc"><div class="부정사">나타나다</div><div class="불규칙">(동사)</div></div><div class="bloc"><div class="현재"><div class="하십시오체"><div class="높임">나타나십니다</div>나타납니다</div><div class="해요체"><div class="높임">나타나세요</div>나타나요</div></div><div class="과거"><div class="하십시오체"><div class="높임">나타나셨습니다</div>나타났습니다</div><div class="해요체"><div class="높임">나타나셨어요</div>나타났어요</div></div><div class="미래"><div class="하십시오체"><div class="높임">나타나실 겁니다</div>나타날 겁니다</div><div class="해요체"><div class="높임">나타나실 거예요</div>나타날 거예요</div></div></div><div class="bloc"><div class="고"><div class="높임">나타나시고</div>나타나고</div><div class="지만"><div class="높임">나타나시지만</div>나타나지만</div><div class="는데"><div class="높임">나타나시는데</div>나타나는데</div><div class="면"><div class="높임">나타나시면</div>나타나면</div><div class="서"><div class="높임">나타나셔서</div>나타나서</div></div></div>	il apparaît<p class="small">(하십시오체, registre formel poli)</p>
[sound:나타나요.mp3]	나타<span class="불규칙">나</span>요<p class="small">(*나타<span class="불규칙">나아</span>요)</p><hr/>나타나세요<p class="fr small">(honorifique)</p><div class="활용"><div class="bloc"><div class="부정사">나타나다</div><div class="불규칙">(동사)</div></div><div class="bloc"><div class="현재"><div class="하십시오체"><div class="높임">나타나십니다</div>나타납니다</div><div class="해요체"><div class="높임">나타나세요</div>나타나요</div></div><div class="과거"><div class="하십시오체"><div class="높임">나타나셨습니다</div>나타났습니다</div><div class="해요체"><div class="높임">나타나셨어요</div>나타났어요</div></div><div class="미래"><div class="하십시오체"><div class="높임">나타나실 겁니다</div>나타날 겁니다</div><div class="해요체"><div class="높임">나타나실 거예요</div>나타날 거예요</div></div></div><div class="bloc"><div class="고"><div class="높임">나타나시고</div>나타나고</div><div class="지만"><div class="높임">나타나시지만</div>나타나지만</div><div class="는데"><div class="높임">나타나시는데</div>나타나는데</div><div class="면"><div class="높임">나타나시면</div>나타나면</div><div class="서"><div class="높임">나타나셔서</div>나타나서</div></div></div>	il apparaît<p class="small">(해요체, registre informel poli)</p>
[sound:나타났어요.mp3]	나타<span class="불규칙">났</span>어요<p class="small">(*나타<span class="불규칙">나았</span>어요)</p><hr/>나타나셨어요<p class="fr small">(honorifique)</p><div class="활용"><div class="bloc"><div class="부정사">나타나다</div><div class="불규칙">(동사)</div></div><div class="bloc"><div class="현재"><div class="하십시오체"><div class="높임">나타나십니다</div>나타납니다</div><div class="해요체"><div class="높임">나타나세요</div>나타나요</div></div><div class="과거"><div class="하십시오체"><div class="높임">나타나셨습니다</div>나타났습니다</div><div class="해요체"><div class="높임">나타나셨어요</div>나타났어요</div></div><div class="미래"><div class="하십시오체"><div class="높임">나타나실 겁니다</div>나타날 겁니다</div><div class="해요체"><div class="높임">나타나실 거예요</div>나타날 거예요</div></div></div><div class="bloc"><div class="고"><div class="높임">나타나시고</div>나타나고</div><div class="지만"><div class="높임">나타나시지만</div>나타나지만</div><div class="는데"><div class="높임">나타나시는데</div>나타나는데</div><div class="면"><div class="높임">나타나시면</div>나타나면</div><div class="서"><div class="높임">나타나셔서</div>나타나서</div></div></div>	il apparaissait<p class="small">(해요체, registre informel poli)</p>
[sound:나타날_거예요.mp3]	나타날 거예요<hr/>나타나실 거예요<p class="fr small">(honorifique)</p><div class="활용"><div class="bloc"><div class="부정사">나타나다</div><div class="불규칙">(동사)</div></div><div class="bloc"><div class="현재"><div class="하십시오체"><div class="높임">나타나십니다</div>나타납니다</div><div class="해요체"><div class="높임">나타나세요</div>나타나요</div></div><div class="과거"><div class="하십시오체"><div class="높임">나타나셨습니다</div>나타났습니다</div><div class="해요체"><div class="높임">나타나셨어요</div>나타났어요</div></div><div class="미래"><div class="하십시오체"><div class="높임">나타나실 겁니다</div>나타날 겁니다</div><div class="해요체"><div class="높임">나타나실 거예요</div>나타날 거예요</div></div></div><div class="bloc"><div class="고"><div class="높임">나타나시고</div>나타나고</div><div class="지만"><div class="높임">나타나시지만</div>나타나지만</div><div class="는데"><div class="높임">나타나시는데</div>나타나는데</div><div class="면"><div class="높임">나타나시면</div>나타나면</div><div class="서"><div class="높임">나타나셔서</div>나타나서</div></div></div>	il apparaîtra<p class="small">(해요체, registre informel poli)</p>

